Filebench Version 1.5-alpha3
0.000: Allocated 177MB of shared memory
0.179: Web-server Version 3.1 personality successfully loaded
0.179: Populating and pre-allocating filesets
0.183: logfiles populated: 1 files, avg. dir. width = 20, avg. dir. depth = 0.0, 0 leafdirs, 0.002MB total size
0.183: Removing logfiles tree (if exists)
0.187: Pre-allocating directories in logfiles tree
0.195: Pre-allocating files in logfiles tree
0.200: bigfileset populated: 1000 files, avg. dir. width = 20, avg. dir. depth = 2.3, 0 leafdirs, 14.760MB total size
0.200: Removing bigfileset tree (if exists)
0.201: Pre-allocating directories in bigfileset tree
0.278: Pre-allocating files in bigfileset tree
6.883: Waiting for pre-allocation to finish (in case of a parallel pre-allocation)
6.883: Population and pre-allocation of filesets completed
6.883: Starting 1 filereader instances
7.890: Running...
18.893: Run took 11 seconds...
18.961: Per-Operation Breakdown
appendlog            32358ops     2941ops/s  22.8mb/s    0.017ms/op [0.002ms - 1.789ms]
closefile10          32264ops     2933ops/s   0.0mb/s    1.568ms/op [0.002ms - 3.831ms]
readfile10           32264ops     2933ops/s  43.2mb/s    0.008ms/op [0.002ms - 0.058ms]
openfile10           32266ops     2933ops/s   0.0mb/s    1.595ms/op [0.249ms - 12.886ms]
closefile9           32274ops     2934ops/s   0.0mb/s    1.567ms/op [0.232ms - 3.818ms]
readfile9            32274ops     2934ops/s  43.6mb/s    0.008ms/op [0.001ms - 0.070ms]
openfile9            32280ops     2934ops/s   0.0mb/s    1.598ms/op [0.172ms - 29.966ms]
closefile8           32285ops     2935ops/s   0.0mb/s    1.569ms/op [0.002ms - 3.817ms]
readfile8            32286ops     2935ops/s  42.2mb/s    0.008ms/op [0.002ms - 0.102ms]
openfile8            32293ops     2935ops/s   0.0mb/s    1.599ms/op [0.159ms - 30.165ms]
closefile7           32297ops     2936ops/s   0.0mb/s    1.567ms/op [0.002ms - 3.723ms]
readfile7            32297ops     2936ops/s  43.6mb/s    0.008ms/op [0.001ms - 0.074ms]
openfile7            32301ops     2936ops/s   0.0mb/s    1.596ms/op [0.203ms - 34.629ms]
closefile6           32305ops     2937ops/s   0.0mb/s    1.568ms/op [0.172ms - 3.817ms]
readfile6            32305ops     2937ops/s  43.3mb/s    0.008ms/op [0.001ms - 0.070ms]
openfile6            32307ops     2937ops/s   0.0mb/s    1.596ms/op [0.208ms - 28.472ms]
closefile5           32316ops     2938ops/s   0.0mb/s    1.568ms/op [0.002ms - 3.815ms]
readfile5            32316ops     2938ops/s  42.9mb/s    0.008ms/op [0.002ms - 0.080ms]
openfile5            32317ops     2938ops/s   0.0mb/s    1.598ms/op [0.175ms - 28.446ms]
closefile4           32322ops     2938ops/s   0.0mb/s    1.568ms/op [0.002ms - 3.691ms]
readfile4            32322ops     2938ops/s  43.7mb/s    0.008ms/op [0.001ms - 0.066ms]
openfile4            32326ops     2938ops/s   0.0mb/s    1.597ms/op [0.216ms - 32.310ms]
closefile3           32332ops     2939ops/s   0.0mb/s    1.568ms/op [0.162ms - 3.770ms]
readfile3            32332ops     2939ops/s  43.2mb/s    0.008ms/op [0.002ms - 0.095ms]
openfile3            32338ops     2940ops/s   0.0mb/s    1.601ms/op [0.206ms - 34.386ms]
closefile2           32344ops     2940ops/s   0.0mb/s    1.568ms/op [0.155ms - 3.603ms]
readfile2            32344ops     2940ops/s  44.3mb/s    0.008ms/op [0.002ms - 0.103ms]
openfile2            32347ops     2940ops/s   0.0mb/s    1.594ms/op [0.209ms - 34.532ms]
closefile1           32352ops     2941ops/s   0.0mb/s    1.570ms/op [0.002ms - 7.006ms]
readfile1            32352ops     2941ops/s  43.5mb/s    0.008ms/op [0.001ms - 0.163ms]
openfile1            32358ops     2941ops/s   0.0mb/s    1.608ms/op [0.200ms - 34.777ms]
18.961: IO Summary: 1001674 ops 91053.053 ops/s 29369/2941 rd/wr 456.3mb/s 1.025ms/op
18.961: Shutting down processes
